panel,index,x,y,s
spar,80,0.18,0.0190032643,0.0221475439
spar,81,0.18,0.0192801086,0.0224243882
spar,82,0.18,0.0195569529,0.0227012325
spar,83,0.18,0.0198337972,0.0229780768
spar,84,0.18,0.0201106415,0.0232549211
spar,85,0.18,0.0203874858,0.0235317654
spar,86,0.18,0.0206643301,0.0238086097
spar,87,0.18,0.0209411744,0.024085454
spar,88,0.18,0.0212180187,0.0243622983
spar,89,0.18,0.021494863,0.0246391426
spar,90,0.18,0.0217717073,0.0249159869
spar,91,0.18,0.0220485516,0.0251928312
spar,92,0.18,0.0223253959,0.0254696755
spar,93,0.18,0.0226022402,0.0257465198
spar,94,0.18,0.0228790845,0.0260233641
spar,95,0.18,0.0231559287,0.0263002083
spar,96,0.18,0.023432773,0.0265770526
spar,97,0.18,0.0237096173,0.0268538969
spar,98,0.18,0.0239864616,0.0271307412
spar,99,0.18,0.0242633059,0.0274075855
spar,100,0.18,0.0245401502,0.0276844298
