,panel,xm,ym,ds,theta
74,upper,0.13575959450000002,0.0315607116,0.0006132385999999962,3.0247079356697832
75,upper,0.1351504985,0.031631866849999996,0.0006132375000000023,3.025889453777626
76,upper,0.13454132000000002,0.0317023011,0.0006132364000000015,3.0270747286350383
77,upper,0.1339320595,0.03177201205,0.0006132353999999951,3.0282635234437185
78,upper,0.13332271750000002,0.03184099745,0.0006132346999999996,3.0294559093166518
79,upper,0.132713294,0.0319092551,0.0006132339000000028,3.030651841504083
80,upper,0.1321037895,0.0319767827,0.0006132332000000004,3.031851502504196
81,upper,0.13149420499999998,0.03204357795,0.000613232800000002,3.0330545370594137
82,upper,0.1308845415,0.032109638450000005,0.0006132323999999967,3.0342616285301607
83,upper,0.1302747985,0.0321749619,0.0006132319999999983,3.0354722991176657
84,upper,0.12966497700000001,0.032239545950000004,0.0006132320000000052,3.036686668533496
85,upper,0.1290550775,0.032303388200000005,0.0006132317999999956,3.0379049477010547
86,upper,0.12844510050000002,0.0323664862,0.0006132319000000039,3.0391270995722865
87,upper,0.127835047,0.0324288375,0.000613232200000001,3.04035298808214
88,upper,0.1272249165,0.0324904397,0.0006132323999999967,3.041583091117435
89,upper,0.1266147105,0.032551290299999994,0.000613232800000002,3.042816599516608
90,upper,0.12600442950000001,0.03261138675,0.0006132333999999962,3.044054809904116
91,upper,0.12539407349999998,0.03267072655,0.0006132341000000055,3.04529643159319
92,upper,0.12478364349999999,0.03272930715,0.0006132348999999954,3.046542595393447
93,upper,0.12417314,0.0327871259,0.0006132358000000004,3.047792659251177
94,upper,0.123562564,0.032844180249999994,0.0006132367999999999,3.0490467891467237
95,upper,0.1229519155,0.0329004676,0.0006132380000000021,3.050305286028742
96,upper,0.122341195,0.03295598525,0.0006132393999999999,3.051568026209115
97,upper,0.12172604249999999,0.03301091095,0.0006219603000000018,3.053500056311349
98,upper,0.12110352599999999,0.03306514995,0.0006277907999999999,3.055855987766787
99,upper,0.120477975,0.033118253449999996,0.0006278125999999995,3.057953846673507
100,upper,0.119852291,0.033170045100000004,0.0006278351999999959,3.060055889027819
101,upper,0.1192264765,0.033220522,0.000627858600000003,3.0621619918353855
102,upper,0.1186005335,0.033269681149999994,0.0006278828,3.0642727320318444
103,upper,0.1179744635,0.033317519500000004,0.0006279077999999938,3.0663878243071534
104,upper,0.11734826849999999,0.033364034050000005,0.0006279336999999996,3.0685072716815522
105,upper,0.11672194999999999,0.0334092218,0.0006279603000000078,3.0706311899382555
106,upper,0.1160955095,0.033453079649999995,0.0006279877999999933,3.0727597798488575
107,upper,0.1154689495,0.033495604449999994,0.000628016000000009,3.0748927790604457
108,upper,0.11484227150000001,0.033536793100000004,0.0006280449999999937,3.077030508406794
109,upper,0.1142154775,0.033576642500000003,0.0006280748999999974,3.079172552476091
110,upper,0.1135885695,0.03361514945,0.0006281055999999979,3.081319635326857
111,upper,0.11296154850000001,0.0336523107,0.0006281370000000008,3.083471394598408
112,upper,0.112334417,0.03368812305,0.0006281693000000088,3.0856277430664547
113,upper,0.1117071775,0.0337225833,0.0006282022999999914,3.0877887783093514
114,upper,0.1110798315,0.0337556881,0.0006282362000000069,3.0899550608841566
115,upper,0.110452381,0.033787434150000004,0.0006282709000000053,3.092125788544981
116,upper,0.109824828,0.03381781815,0.0006283063999999866,3.094301759190717
117,upper,0.10919717400000001,0.03384683665,0.0006283427000000064,3.0964827326993474
118,upper,0.1085694215,0.0338744863,0.0006283797999999952,3.0986684826032396
119,upper,0.107941573,0.0339007637,0.0006284177000000085,3.100859402770499
120,upper,0.10731363,0.03392566535,0.0006284563999999909,3.10305555497964
121,upper,0.1066855945,0.0339491878,0.0006284959000000118,3.105256654386817
122,upper,0.10605746899999999,0.0339713275,0.000628536299999996,3.1074632428832234
123,upper,0.1054292555,0.0339920809,0.0006285773999999966,3.1096748433273373
124,upper,0.104800956,0.03401144445,0.0006286194000000023,3.1118919324112597
125,upper,0.1041725725,0.03402941445,0.0006286620999999964,3.1141145095943203
126,upper,0.103544107,0.0340459873,0.000628705800000004,3.116342256104026
127,upper,0.1029155625,0.034061159349999995,0.0006287500999999918,3.1185755747759427
128,upper,0.10228694099999999,0.03407492685,0.0006287954000000068,3.120814458941195
129,upper,0.1016582445,0.034087286,0.0006288413999999964,3.123059085901879
130,upper,0.1010294755,0.034098233049999996,0.0006288883000000051,3.125309076148267
131,upper,0.100400636,0.0341077642,0.0006289359999999966,3.1275650084174518
132,upper,0.09977172835,0.03411587555,0.0006289846000000071,3.1298265976982975
133,upper,0.09914275495,0.0341225632,0.0006290337999999979,3.132094135193571
134,upper,0.09851371835,0.03412782315,0.0006290840999999964,3.1343676428098646
135,upper,0.09788462079999999,0.0341316515,0.0006291350999999973,3.1366467958374797
136,upper,0.09725546474999999,0.034134044200000005,0.0006291869000000089,3.13893239174378
137,upper,0.0966262526,0.03413499715,0.0006292396999999922,3.1412237957024782
138,upper,0.0959969868,0.0341345063,0.0006292930999999974,-3.139663821672773
139,upper,0.09536766985,0.0341325675,0.0006293476000000103,-3.137360003431956
140,upper,0.09473830420000001,0.0341291765,0.0006294027999999979,-3.1350495798891096
141,upper,0.0941088924,0.03412432905,0.0006294588999999906,-3.132733023641953
142,upper,0.09347943705,0.034118020900000004,0.0006295159000000022,-3.1304098587562086
143,upper,0.0928499407,0.03411024775,0.0006295736999999968,-3.1280804004132405
144,upper,0.09222040595,0.0341010052,0.0006296324000000103,-3.125744012132884
145,upper,0.09159083544999999,0.03409028875,0.0006296918999999929,-3.1234010078454206
146,upper,0.09096123184999999,0.034078094,0.0006297523000000083,-3.1210513891135543
147,upper,0.0903315978,0.034064416449999996,0.0006298136999999954,-3.1186948345356966
148,upper,0.08970193605,0.03404925145,0.0006298757999999988,-3.116331180411487
149,upper,0.0890722494,0.03403259435,0.000629938999999996,-3.1139605836994324
150,upper,0.08844254055,0.0340144405,0.0006300029000000096,-3.111582893766971
151,upper,0.08781281225000001,0.03399478515,0.0006300678999999892,-3.1091979377183523
152,upper,0.08718306740000001,0.033973623450000004,0.000630133600000013,-3.1068055551141747
153,upper,0.0865533089,0.0339509506,0.0006302002999999945,-3.1044060616667726
154,upper,0.0859235396,0.0339267617,0.0006302680000000033,-3.1019988282164297
155,upper,0.08529376235,0.033901051700000004,0.0006303365999999894,-3.0995840071807237
156,upper,0.08466398015000001,0.033873815599999996,0.000630406,-3.0971615841514684
157,upper,0.08403419605000001,0.0338450483,0.0006304765000000045,-3.0947312474151514
158,upper,0.083404413,0.03381474455,0.0006305479000000003,-3.092292845834058
159,upper,0.082774634,0.033782899150000004,0.0006306202999999955,-3.0898466808157745
160,upper,0.0821448622,0.03374950685,0.0006306936000000096,-3.0873922677180867
161,upper,0.0815151007,0.033714562249999996,0.0006307678999999955,-3.084929622973501
162,upper,0.08088535259999999,0.03367805985,0.0006308431000000003,-3.08245841256421
163,upper,0.08025562115,0.033639994150000005,0.000630920000000007,-3.079978942641974
164,upper,0.0796259096,0.03360035955,0.0006309959999999948,-3.0774905892276783
165,upper,0.07899622115,0.0335591503,0.0006310759999999943,-3.0749935110347577
166,upper,0.07836655905,0.03351636075,0.0006311540000000088,-3.072487856088016
167,upper,0.07773692665,0.033471984999999996,0.0006312349999999939,-3.0699726649780974
168,upper,0.0771073274,0.0334260171,0.0006313160000000068,-3.0674487159261195
169,upper,0.07647776465,0.0333784511,0.0006313989999999908,-3.0649152544145175
170,upper,0.0758482418,0.033329280899999994,0.0006314830000000021,-3.062372549504464
171,upper,0.07521876245,0.033278500249999995,0.0006315669999999995,-3.059819810996672
172,upper,0.07458933005,0.03322610285,0.0006316529999999959,-3.057257710033658
173,upper,0.0739599482,0.03317208235000001,0.0006317400000000056,-3.054685379297842
174,upper,0.07333062055,0.03311643225,0.0006318280000000009,-3.052103202472912
175,upper,0.07270135065,0.033059146,0.0006319169999999957,-3.049510667111457
176,upper,0.0720721423,0.033000216900000004,0.0006320070000000039,-3.046907744658351
177,upper,0.07144299925,0.03293963815,0.0006320999999999966,-3.0442941657731315
178,upper,0.07081392524999999,0.0328774028,0.0006321920000000036,-3.041669729818701
179,upper,0.07018492415,0.03281350385,0.0006322859999999958,-3.039034454166004
180,upper,0.0695559999,0.0327479342,0.0006323810000000013,-3.0363879774961005
181,upper,0.06892715645,0.032680686550000004,0.0006324780000000058,-3.0337300367936977
182,upper,0.06829839775,0.0326117535,0.0006325749999999963,-3.031060584834007
183,upper,0.06766972785,0.03254112755,0.0006326749999999992,-3.028379327373527
184,upper,0.06704115085,0.032468801049999996,0.0006327750000000021,-3.0256860752374792
185,upper,0.06641267095,0.032394766199999994,0.0006328770000000039,-3.0229805173723627
186,upper,0.06578429235,0.0323190151,0.0006329799999999913,-3.0202626576817435
187,upper,0.0651560193,0.03224153965,0.0006330850000000054,-3.017531854283678
188,upper,0.06452785620000001,0.03216233165,0.0006331910000000052,-3.014788385622194
189,upper,0.06389980740000001,0.03208138275,0.0006332979999999905,-3.012031532791184
190,upper,0.0632718773,0.03199868435,0.000633408000000002,-3.0092612211506573
191,upper,0.06264407050000001,0.031914227749999996,0.0006335179999999996,-3.0064771422442607
192,upper,0.0620163916,0.0318280041,0.0006336299999999961,-3.0036791454749556
193,upper,0.0613888452,0.03174000435,0.0006337440000000055,-3.000866769012187
194,upper,0.06076143605,0.031650219300000004,0.0006338590000000005,-2.9980399537394185
195,upper,0.06013416895,0.0315586395,0.0006339759999999944,-2.99519797102947
196,upper,0.05950704875,0.031465255299999995,0.0006340950000000012,-2.992340917092772
197,upper,0.05888008045,0.03137005695,0.0006342160000000069,-2.9894683317333066
198,upper,0.058253268999999996,0.03127303435,0.0006343379999999982,-2.986579625547351
199,upper,0.057626619500000004,0.0311741773,0.0006344620000000023,-2.983675023601803
200,upper,0.057000137199999995,0.03107347535,0.000634586999999992,-2.980753470336208
201,upper,0.05637382735,0.0309709177,0.0006347160000000074,-2.9778149527919924
202,upper,0.0557476953,0.0308664935,0.0006348459999999945,-2.9748593020902674
203,upper,0.05512174645,0.03076019155,0.0006349780000000083,-2.9718855996931843
204,upper,0.0544959864,0.03065200035,0.0006351119999999932,-2.9688937534787434
205,upper,0.0538704208,0.030541908200000002,0.0006352480000000049,-2.9658832379756683
206,upper,0.0532450553,0.0304299031,0.0006353859999999878,-2.9628536783784574
207,upper,0.0526198958,0.03031597275,0.0006355269999999968,-2.9598044156735703
208,upper,0.051994948299999996,0.030200104550000002,0.0006356710000000043,-2.9567351576692618
209,upper,0.05137021875,0.0300822856,0.0006358160000000113,-2.9536453351154965
210,upper,0.05074571335,0.02996250265,0.0006359629999999894,-2.950534329703414
211,upper,0.050121438399999996,0.029840742150000002,0.0006361150000000204,-2.9474018183793658
212,upper,0.0494974003,0.029716990149999997,0.0006362679999999954,-2.9442468727196607
213,upper,0.0488736056,0.0295912323,0.0006364229999999971,-2.9410691470025982
214,upper,0.0482500609,0.02946345395,0.0006365829999999961,-2.9378680824569634
215,upper,0.047626773,0.02933364,0.0006367449999999941,-2.9346427842878633
216,upper,0.0470037489,0.029201774950000002,0.0006369089999999911,-2.9313928464781127
217,upper,0.04638099565,0.0290678429,0.0006370770000000137,-2.928117477747341
218,upper,0.04575852045,0.02893182735,0.0006372490000000064,-2.924815594963042
219,upper,0.0451363308,0.028793711450000002,0.0006374229999999981,-2.921487080240992
220,upper,0.044514434150000004,0.0286534779,0.0006376019999999871,-2.9181307831260175
221,upper,0.043892838200000006,0.028511108700000003,0.0006377830000000029,-2.914745621779175
222,upper,0.04327155095,0.0283665854,0.000637969000000016,-2.9113311815113025
223,upper,0.04265058045,0.028219889050000002,0.0006381579999999998,-2.907886406651224
224,upper,0.042029935000000004,0.02807100005,0.0006383529999999804,-2.9044102893366
225,upper,0.04140962305,0.0279198981,0.0006385500000000155,-2.900901703486681
226,upper,0.04078965325,0.02776656225,0.0006387529999999919,-2.8973597630735357
227,upper,0.0401700346,0.0276109709,0.0006389589999999945,-2.8937832390431093
228,upper,0.03955077625,0.0274531018,0.0006391719999999934,-2.890171401657767
229,upper,0.0389318875,0.02729293185,0.000639389000000018,-2.8865224283448137
230,upper,0.038313378,0.027130437049999998,0.0006396109999999844,-2.882835293064123
231,upper,0.0376952577,0.0269655927,0.0006398380000000037,-2.8791088289648306
232,upper,0.03707753675,0.0267983732,0.0006400720000000193,-2.8753414951003706
233,upper,0.0364602256,0.026628751899999997,0.0006403119999999762,-2.8715316073433086
234,upper,0.03584333505,0.026456701200000002,0.0006405580000000133,-2.8676778989727723
235,upper,0.03522687625,0.02628219255,0.0006408109999999911,-2.863778700267213
236,upper,0.03461086055,0.026105196150000003,0.0006410699999999936,-2.8598319886460732
237,upper,0.03399529975,0.025925681,0.0006413380000000191,-2.8558360503530773
238,upper,0.033380206100000004,0.02574361495,0.0006416119999999859,-2.851789034153872
239,upper,0.032765592100000004,0.02555896455,0.0006418950000000034,-2.847688972237987
240,upper,0.03215147075,0.0253716949,0.0006421870000000163,-2.8435333714925792
241,upper,0.03153785555,0.0251817696,0.0006424879999999966,-2.8393201406301487
242,upper,0.030924760349999997,0.0249891506,0.0006427970000000005,-2.835046509516287
243,upper,0.03031219955,0.02479379825,0.0006431189999999976,-2.8307103834107905
244,upper,0.029700188099999997,0.0245956711,0.0006434499999999899,-2.826308438274219
245,upper,0.029088741549999998,0.02439472565,0.0006437920000000041,-2.82183782706539
246,upper,0.028477876,0.02419091655,0.0006441470000000116,-2.817295915277967
247,upper,0.02786760815,0.0239841961,0.0006445149999999844,-2.8126783802373376
248,upper,0.0272579555,0.02377451425,0.0006448960000000059,-2.8079824481122393
249,upper,0.0266489362,0.023561818550000002,0.0006452919999999918,-2.80320386017724
250,upper,0.0260405692,0.02334605365,0.0006457029999999975,-2.798338295078087
251,upper,0.025432874299999998,0.02312716135,0.0006461320000000215,-2.7933816692228013
252,upper,0.02482587215,0.0229050804,0.000646577999999981,-2.78832916415529
253,upper,0.024219584449999998,0.022679746049999998,0.0006470420000000143,-2.783175272487228
254,upper,0.023614033950000002,0.022451089799999997,0.0006475279999999806,-2.777914562078584
255,upper,0.02300924445,0.0222190393,0.000648035000000019,-2.7725413600875894
256,upper,0.022405241,0.0219835179,0.0006485659999999893,-2.7670488582227852
257,upper,0.02180204995,0.02174444415,0.0006491230000000014,-2.7614300483188345
258,upper,0.02119969915,0.0215017315,0.0006497059999999999,-2.755677217920616
259,upper,0.020598217949999997,0.0212552878,0.0006503210000000093,-2.749782138637495
260,upper,0.01999763745,0.0210050148,0.0006509670000000023,-2.743735616476187
261,upper,0.019397990599999998,0.020750807599999997,0.0006516479999999769,-2.737528020242001
262,upper,0.01879931235,0.020492553849999998,0.0006523690000000137,-2.7311480219113573
263,upper,0.01820163995,0.020230132999999997,0.0006531300000000018,-2.7245838851579527
264,upper,0.01760501305,0.01996341565,0.0006539379999999928,-2.7178227517284435
265,upper,0.01700947405,0.019692262350000003,0.000654796000000013,-2.7108495914999615
266,upper,0.0164150684,0.01941652245,0.0006557090000000043,-2.7036485410525994
267,upper,0.01582184495,0.019136033099999998,0.0006566839999999907,-2.6962020334586034
268,upper,0.01522985625,0.01885061745,0.0006577269999999968,-2.688489652422535
269,upper,0.014639158999999999,0.018560082999999998,0.0006588449999999912,-2.680489673372047
270,upper,0.01404981475,0.018264219800000002,0.0006600479999999964,-2.6721769793444565
271,upper,0.013461890399999999,0.017962797750000002,0.0006613430000000087,-2.663523214391484
272,upper,0.0128754588,0.017655564050000003,0.0006627459999999918,-2.6544972290188245
273,upper,0.01229059985,0.01734223985,0.0006642690000000229,-2.645062200640812
274,upper,0.011707401400000001,0.0170225163,0.0006659259999999834,-2.635177683507683
275,upper,0.01112596045,0.0166960498,0.0006677390000000005,-2.6247956884390558
276,upper,0.01054638465,0.0163624562,0.0006697300000000073,-2.6138622544807553
277,upper,0.009968794175,0.0160213039,0.0006719269999999888,-2.602313578094976
278,upper,0.009393323905,0.015672105,0.0006743620000000117,-2.5900758645555184
279,upper,0.008820126145,0.0153143045,0.0006770759999999987,-2.5770616725969853
280,upper,0.00824937425,0.014947266649999999,0.0006801220000000052,-2.563167673142947
281,upper,0.00768126702,0.014570257449999999,0.0006835609999999992,-2.548269799883082
282,upper,0.00711603448,0.01418242185,0.0006874739999999935,-2.5322181040625096
283,upper,0.0065539455,0.0137827537,0.0006919669999999878,-2.5148288925830453
284,upper,0.00599531799,0.013370055499999998,0.0006971740000000226,-2.495875085318396
285,upper,0.005440532825,0.0129428833,0.0007032770000000022,-2.475071468528064
286,upper,0.004890053415,0.01249946885,0.0007105259999999891,-2.4520533974584
287,upper,0.004344453925,0.01203760725,0.0007192699999999941,-2.4263470389013713
288,upper,0.003804461385,0.011554488750000001,0.000730014000000001,-2.3973214512194985
289,upper,0.0032710212,0.0110464366,0.000743518999999998,-2.364115429122402
290,upper,0.002745404345,0.0105084769,0.0007609870000000185,-2.3255127567303506
291,upper,0.00222939447,0.00993358545,0.0007844309999999743,-2.2797252855892176
292,upper,0.001725643715,0.009311252355,0.000817520000000016,-2.2239786431267667
293,upper,0.0012384354699999998,0.008624396159999999,0.0008677350000000084,-2.1536326372721155
294,upper,0.000775648184,0.007841396015,0.0009533340000000001,-2.059981210251816
295,upper,0.000355814333,0.00688736145,0.0011361949999999787,-1.92275587606523
296,upper,0.0001313772405,0.0051396428,0.002429566000000022,-1.59433550801943
298,lower,0.0006839867315,0.0028589484950000002,0.00242872877,-1.0717301744365069
299,lower,0.001679090715,0.00140672318,0.0011318892099999997,-0.750500747797944
300,lower,0.0024787033550000004,0.0007463772049999999,0.00094668024,-0.6182920630243479
301,lower,0.003235267975,0.0002552609077,0.0008590977300000002,-0.5289106590676739
302,lower,0.003967317055,-0.0001415161863,0.0008071492599999999,-0.46238922430810975
303,lower,0.004682729045,-0.00047557491150000003,0.00077251447,-0.4101787120703915
304,lower,0.00538578733,-0.0007639967615000001,0.0007476674299999996,-0.36773083204033197
305,lower,0.006079144054999999,-0.0010172916290000001,0.0007289131899999995,-0.3323282535139514
306,lower,0.00676458287,-0.00124248363,0.000714216430000001,-0.3022203994232515
307,lower,0.007443374745,-0.0014445467450000002,0.0007023607199999997,-0.27621689949996286
308,lower,0.008116465085,-0.0016271577249999999,0.0006925733499999996,-0.2534740827519354
309,lower,0.00878458092,-0.00179312628,0.000684339400000001,-0.23337434227245246
310,lower,0.009448296415,-0.0019446573200000003,0.0006773024999999992,-0.2154531667948985
311,lower,0.01010807499,-0.0020835191100000003,0.0006712076000000011,-0.1993534219359345
312,lower,0.0107642975,-0.0022111556500000002,0.0006658678999999987,-0.18479524040564874
313,lower,0.0114172819,-0.0023287643650000004,0.0006611433,-0.1715556840608446
314,lower,0.012067297000000001,-0.00243735138,0.0006569260000000004,-0.15945481556569327
315,lower,0.012714572850000001,-0.0025377717799999998,0.000653132800000001,-0.1483451514546378
316,lower,0.0133593083,-0.00263075961,0.0006496973999999996,-0.1381050529541929
317,lower,0.014001676599999999,-0.00271695061,0.0006465670000000007,-0.128632655657642
318,lower,0.0146418301,-0.002796899745,0.0006436987999999984,-0.11984229493102945
319,lower,0.0152799037,-0.0028710949,0.0006410576000000015,-0.11166102425099891
320,lower,0.0159160176,-0.002939967715,0.0006386146999999981,-0.10402655166937645
321,lower,0.0165502794,-0.0030039023050000002,0.0006363454999999997,-0.09688519881335136
322,lower,0.01718278615,-0.003063242285,0.000634230000000003,-0.09019034412204616
323,lower,0.017813625649999998,-0.0031182965149999997,0.0006322507999999977,-0.08390146662525522
324,lower,0.01844287775,-0.003169343855,0.0006303933000000005,-0.07798296323237978
325,lower,0.01907061545,-0.003216637105,0.0006286450000000006,-0.0724035529875351
326,lower,0.019696905549999998,-0.003260406295,0.000626994799999999,-0.06713552690746973
327,lower,0.020321809599999997,-0.0033008614849999998,0.0006254334,-0.06215432186867098
328,lower,0.02094538435,-0.00333819511,0.0006239526000000016,-0.05743798325487221
329,lower,0.021567682300000002,-0.003372583995,0.0006225454000000005,-0.052966920889440855
330,lower,0.022188752300000003,-0.0034041910899999996,0.0006212049999999997,-0.04872348638107942
331,lower,0.022808639800000002,-0.0034331669449999998,0.000619926199999999,-0.04469182281849693
332,lower,0.02342738725,-0.00345965102,0.0006187040000000012,-0.04085761657593501
333,lower,0.0240450343,-0.0034837727950000003,0.0006175338000000002,-0.037207859304355405
334,lower,0.024661618099999998,-0.0035056527400000002,0.0006164118999999989,-0.033730732332004604
335,lower,0.0252771737,-0.003525403195,0.0006153345999999997,-0.030415509651156126
336,lower,0.025891734049999997,-0.00354312912,0.0006142987999999995,-0.02725236006361855
337,lower,0.0265053302,-0.00355892876,0.0006133016000000012,-0.024232307611513668
338,lower,0.0271179915,-0.00357289424,0.0006123406000000005,-0.021347097614267507
339,lower,0.0277297458,-0.0035851121,0.0006114130999999995,-0.018589186326527538
340,lower,0.02834061945,-0.0035956637600000002,0.0006105174999999977,-0.015951573934399617
341,lower,0.0289506375,-0.00360462593,0.0006096512999999998,-0.013427815512171528
342,lower,0.02955982385,-0.00361207101,0.0006088132000000024,-0.011012007214576531
343,lower,0.03016820115,-0.00361806741,0.0006080014000000022,-0.008698577909028594
344,lower,0.030775791099999998,-0.00362267986,0.0006072142999999988,-0.006482467871277931
345,lower,0.0313826144,-0.0036259697,0.0006064506999999969,-0.004358916732644828
346,lower,0.0319886908,-0.0036279951099999997,0.0006057094000000013,-0.002323492395838269
347,lower,0.03259403925,-0.00362881135,0.0006049892000000029,-0.000372105860435621
348,lower,0.033198677950000005,-0.00362847097,0.000604288999999994,0.001499084661110628
349,lower,0.033802624350000005,-0.003627023985,0.0006036077000000015,0.0032936845414909236
350,lower,0.034405895150000004,-0.00362451805,0.0006029447000000035,0.005015041618693266
351,lower,0.0350085065,-0.00362099863,0.0006022990000000006,0.006666273482994873
352,lower,0.0356104739,-0.00361650913,0.0006016696999999946,0.008250368104952116
353,lower,0.03621181225,-0.0036110910249999998,0.0006010562000000053,0.009770074005343545
354,lower,0.03681253605,-0.0036047839950000002,0.0006004578999999968,0.011227983024748239
355,lower,0.037412659200000004,-0.003597626035,0.0005998740000000002,0.012626536624530586
356,lower,0.03801219505,-0.00358965354,0.0005993040000000019,0.013968090852395885
357,lower,0.038611156650000006,-0.00358090141,0.000598747400000002,0.015254771502423848
