index,s,x_centroidal,y_centroidal,q_s
332,0.379686103,0.08600791,-0.00639025916,-2269.8553
333,0.379962948,0.08600791,-0.00611341486,-2259.995
334,0.380239792,0.08600791,-0.00583657056,-2250.47669
335,0.380516636,0.08600791,-0.00555972626,-2241.30037
336,0.380793481,0.08600791,-0.00528288196,-2232.46604
337,0.381070325,0.08600791,-0.00500603766,-2223.97369
338,0.381347169,0.08600791,-0.00472919337,-2215.82334
339,0.381624013,0.08600791,-0.00445234907,-2208.01497
340,0.381900858,0.08600791,-0.00417550477,-2200.5486
341,0.382177702,0.08600791,-0.00389866047,-2193.42421
342,0.382454546,0.08600791,-0.00362181617,-2186.64181
343,0.382731391,0.08600791,-0.00334497187,-2180.2014
344,0.383008235,0.08600791,-0.00306812757,-2174.10298
345,0.383285079,0.08600791,-0.0027912833,-2168.34655
346,0.383561924,0.08600791,-0.002514439,-2162.9321
347,0.383838768,0.08600791,-0.0022375947,-2157.85965
348,0.384115612,0.08600791,-0.0019607504,-2153.12918
349,0.384392456,0.08600791,-0.0016839061,-2148.7407
350,0.384669301,0.08600791,-0.0014070618,-2144.69422
351,0.384946145,0.08600791,-0.0011302175,-2140.98972
352,0.385222989,0.08600791,-0.0008533732,-2137.62721
353,0.385499834,0.08600791,-0.0005765289,-2134.60669
354,0.385776678,0.08600791,-0.0002996846,-2131.92816
355,0.386053522,0.08600791,-2.28403e-05,-2129.59161
356,0.386330367,0.08600791,0.000254004,-2127.59706
357,0.386607211,0.08600791,0.0005308483,-2125.94449
358,0.386884055,0.08600791,0.0008076926,-2124.63392
359,0.387160899,0.08600791,0.0010845369,-2123.66533
360,0.387437744,0.08600791,0.0013613812,-2123.03873
361,0.387714588,0.08600791,0.0016382255,-2122.75412
362,0.387991432,0.08600791,0.0019150698,-2122.8115
363,0.388268277,0.08600791,0.0021919141,-2123.21087
364,0.388545121,0.08600791,0.0024687584,-2123.95223
365,0.388821965,0.08600791,0.0027456027,-2125.03558
366,0.38909881,0.08600791,0.003022447,-2126.46091
367,0.389375654,0.08600791,0.0032992913,-2128.22824
368,0.389652498,0.08600791,0.0035761356,-2130.33755
369,0.389929342,0.08600791,0.0038529799,-2132.78885
370,0.390206187,0.08600791,0.0041298242,-2135.58214
371,0.390483031,0.08600791,0.0044066685,-2138.71742
372,0.390759875,0.08600791,0.0046835128,-2142.19469
373,0.39103672,0.08600791,0.0049603571,-2146.01395
374,0.391313564,0.08600791,0.0052372014,-2150.1752
375,0.391590408,0.08600791,0.0055140457,-2154.67843
376,0.391867253,0.08600791,0.00579089,-2159.52366
377,0.392144097,0.08600791,0.0060677343,-2164.71087
378,0.392420941,0.08600791,0.0063445786,-2170.24007
379,0.392697785,0.08600791,0.0066214229,-2176.11127
380,0.39297463,0.08600791,0.0068982672,-2182.32445
381,0.393251474,0.08600791,0.0071751115,-2188.87962
382,0.393528318,0.08600791,0.0074519558,-2195.77677
383,0.393805163,0.08600791,0.0077288001,-2203.01592
384,0.394082007,0.08600791,0.0080056444,-2210.59706
385,0.394358851,0.08600791,0.0082824887,-2218.52018
386,0.394635696,0.08600791,0.008559333,-2226.7853
387,0.39491254,0.08600791,0.0088361773,-2235.3924
388,0.395189384,0.08600791,0.0091130216,-2244.34149
389,0.395466228,0.08600791,0.0093898659,-2253.63258
390,0.395743073,0.08600791,0.0096667102,-2263.26565
391,0.396019917,0.08600791,0.0099435545,-2273.2407
392,0.396296761,0.08600791,0.0102203987,-2283.55775
393,0.396573606,0.08600791,0.010497243,-2294.21679
394,0.39685045,0.08600791,0.0107740873,-2305.21781
395,0.397127294,0.08600791,0.0110509316,-2316.56083
396,0.397404138,0.08600791,0.0113277759,-2328.24583
397,0.397680983,0.08600791,0.0116046202,-2340.27282
398,0.57875551,-0.0938893051,-0.00901033328,-3452.38453
399,0.581184238,-0.0927269014,-0.0111428297,-3363.52404
400,0.582316128,-0.0918990971,-0.0119147839,-3314.67558
401,0.583262808,-0.0911276762,-0.0124635217,-3270.96273
402,0.584121906,-0.0903859679,-0.0128970165,-3229.35301
403,0.584929055,-0.089663578,-0.0132570759,-3188.7773
404,0.585701569,-0.0889551439,-0.013565134,-3148.74157
405,0.586449237,-0.0882574614,-0.0138339196,-3108.98413
406,0.58717815,-0.0875684305,-0.0140717237,-3069.35475
407,0.587892366,-0.0868865838,-0.0142843036,-3029.76279
408,0.588594727,-0.0862108467,-0.0144758499,-2990.15197
409,0.589287301,-0.0855404031,-0.0146495255,-2950.48695
410,0.58997164,-0.0848746151,-0.014807787,-2910.74566
411,0.590648942,-0.0842129721,-0.0149525876,-2870.91472
412,0.59132015,-0.0835550579,-0.0150855106,-2830.98656
413,0.591986018,-0.0829005271,-0.0152078607,-2790.95759
414,0.592647161,-0.0822490891,-0.015320728,-2750.82693
415,0.593304087,-0.0816004969,-0.0154250347,-2710.59564
416,0.59395722,-0.0809545374,-0.0155215688,-2670.26603
417,0.594606917,-0.080311026,-0.0156110104,-2629.84137
418,0.595253484,-0.0796698008,-0.0156939508,-2589.32555
419,0.595897183,-0.079030719,-0.0157709087,-2548.72284
420,0.596538241,-0.0783936536,-0.0158423412,-2508.03776
421,0.597176855,-0.0777584912,-0.0159086543,-2467.27501
422,0.597813201,-0.07712513,-0.0159702103,-2426.43934
423,0.598447431,-0.0764934777,-0.0160273342,-2385.53547
424,0.599079682,-0.075863451,-0.0160803188,-2344.56814
425,0.599710075,-0.0752349735,-0.0161294289,-2303.54196
426,0.60033872,-0.0746079756,-0.0161749053,-2262.46149
427,0.600965715,-0.0739823933,-0.0162169673,-2221.33115
428,0.601591148,-0.0733581675,-0.0162558157,-2180.15524
429,0.602215101,-0.0727352438,-0.0162916345,-2138.93796
430,0.602837646,-0.0721135716,-0.0163245934,-2097.68334
431,0.603458851,-0.0714931038,-0.0163548487,-2056.3953
432,0.604078777,-0.0708737966,-0.0163825452,-2015.0776
433,0.604697482,-0.0702556089,-0.0164078169,-1973.73389
434,0.605315015,-0.0696385025,-0.0164307887,-1932.36766
435,0.605931427,-0.0690224413,-0.0164515768,-1890.9823
436,0.606546762,-0.0684073913,-0.0164702896,-1849.58103
437,0.607161061,-0.0677933206,-0.0164870286,-1808.16698
438,0.607774362,-0.067180199,-0.0165018889,-1766.74313
439,0.608386703,-0.066567998,-0.0165149596,-1725.31237
440,0.608998116,-0.0659566904,-0.0165263246,-1683.87744
441,0.609608633,-0.0653462507,-0.0165360629,-1642.441
442,0.610218285,-0.0647366543,-0.0165442489,-1601.00557
443,0.610827098,-0.064127878,-0.0165509531,-1559.5736
444,0.611435099,-0.0635198997,-0.0165562417,-1518.1474
445,0.612042314,-0.0629126981,-0.016560178,-1476.72921
446,0.612648764,-0.0623062531,-0.0165628214,-1435.32117
447,0.613254474,-0.0617005453,-0.0165642288,-1393.92532
448,0.613859463,-0.0610955562,-0.0165644539,-1352.54362
449,0.614463752,-0.0604912679,-0.016563548,-1311.17793
450,0.61506736,-0.0598876634,-0.0165615599,-1269.83005
451,0.615670304,-0.0592847263,-0.0165585362,-1228.50168
452,0.616272603,-0.0586824407,-0.0165545211,-1187.19445
453,0.616874273,-0.0580807915,-0.0165495572,-1145.90992
454,0.617475329,-0.057479764,-0.0165436849,-1104.64957
455,0.618075787,-0.0568793439,-0.0165369431,-1063.41481
456,0.618675661,-0.0562795177,-0.016529369,-1022.20699
457,0.619274965,-0.0556802722,-0.0165209981,-981.027406
458,0.619873712,-0.0550815945,-0.0165118647,-939.877254
459,0.620471916,-0.0544834723,-0.0165020016,-898.757701
460,0.621069588,-0.0538858937,-0.0164914403,-857.669849
461,0.62166674,-0.0532888469,-0.0164802112,-816.614727
462,0.622263384,-0.0526923208,-0.0164683433,-775.593331
463,0.622859531,-0.0520963045,-0.0164558649,-734.606595
464,0.623455192,-0.0515007872,-0.0164428031,-693.655387
465,0.624050376,-0.0509057587,-0.0164291838,-652.740543
466,0.624645094,-0.0503112089,-0.0164150323,-611.862839
467,0.625239356,-0.0497171281,-0.0164003729,-571.023012
468,0.625833171,-0.0491235068,-0.0163852291,-530.221749
469,0.626426547,-0.0485303357,-0.0163696236,-489.459688
470,0.627019494,-0.0479376058,-0.0163535784,-448.737431
471,0.62761202,-0.0473453082,-0.0163371147,-408.055524
472,0.628204134,-0.0467534345,-0.0163202531,-367.414497
473,0.628795844,-0.0461619761,-0.0163030135,-326.814808
474,0.629387157,-0.045570925,-0.0162854152,-286.256907
475,0.629978081,-0.0449802732,-0.0162674769,-245.74119
476,0.630568624,-0.0443900128,-0.0162492169,-205.268013
477,0.631158792,-0.0438001361,-0.0162306527,-164.837698
478,0.631748594,-0.0432106358,-0.0162118015,-124.450547
479,0.632338035,-0.0426215046,-0.0161926799,-84.106817
480,0.632927124,-0.0420327351,-0.0161733041,-43.8067159
481,0.633515865,-0.0414443205,-0.0161536898,-3.55044901
482,0.634104266,-0.0408562539,-0.0161338523,36.6618259
483,0.634692333,-0.0402685286,-0.0161138065,76.8299776
484,0.635280073,-0.0396811379,-0.0160935669,116.953914
485,0.63586749,-0.0390940754,-0.0160731475,157.03356
486,0.636454592,-0.0385073347,-0.0160525622,197.068877
487,0.637041383,-0.0379209097,-0.0160318243,237.059844
488,0.637627871,-0.0373347942,-0.016010947,277.006479
489,0.638214059,-0.0367489822,-0.015989943,316.908823
490,0.638799954,-0.0361634679,-0.0159688246,356.766936
491,0.639385561,-0.0355782454,-0.0159476041,396.580915
492,0.639970885,-0.0349933091,-0.0159262934,436.35087
493,0.640555932,-0.0344086533,-0.015904904,476.076951
494,0.641140707,-0.0338242726,-0.0158834472,515.759314
495,0.641725214,-0.0332401616,-0.015861934,555.398146
496,0.642309458,-0.0326563149,-0.0158403755,594.993663
497,0.642893445,-0.0320727274,-0.015818782,634.546088
498,0.643477179,-0.0314893939,-0.015797164,674.055679
499,0.644060665,-0.0309063093,-0.0157755316,713.522714
500,0.644643907,-0.0303234687,-0.0157538947,752.947484
501,0.64522691,-0.0297408671,-0.015732263,792.330312
502,0.645809679,-0.0291584997,-0.0157106461,831.671531
503,0.646392217,-0.0285763617,-0.0156890532,870.971503
504,0.646974529,-0.0279944485,-0.0156674936,910.230596
505,0.64755662,-0.0274127555,-0.0156459762,949.449205
506,0.648138494,-0.026831278,-0.0156245097,988.627753
507,0.648720154,-0.0262500117,-0.0156031028,1027.76666
508,0.649301606,-0.025668952,-0.0155817639,1066.86638
509,0.649882852,-0.0250880946,-0.0155605014,1105.92739
510,0.650463898,-0.0245074352,-0.0155393233,1144.95017
511,0.651044746,-0.0239269696,-0.0155182378,1183.93522
512,0.651625401,-0.0233466936,-0.0154972525,1222.88305
513,0.652205868,-0.0227666029,-0.0154763754,1261.79421
514,0.652786148,-0.0221866937,-0.0154556138,1300.66924
515,0.653366247,-0.0216069618,-0.0154349753,1339.50872
516,0.653946169,-0.0210274032,-0.0154144673,1378.31323
517,0.654525916,-0.0204480141,-0.0153940969,1417.08337
518,0.655105492,-0.0198687906,-0.0153738711,1455.81974
519,0.655684902,-0.0192897288,-0.015353797,1494.52298
520,0.656264148,-0.0187108249,-0.0153338814,1533.19374
521,0.656843235,-0.0181320754,-0.0153141311,1571.83266
522,0.657422165,-0.0175534764,-0.0152945527,1610.44043
523,0.658000942,-0.0169750243,-0.0152751526,1649.01773
524,0.65857957,-0.0163967155,-0.0152559375,1687.56526
525,0.659158052,-0.0158185465,-0.0152369135,1726.08374
526,0.659736391,-0.0152405138,-0.015218087,1764.57389
527,0.660314591,-0.0146626139,-0.0151994641,1803.03646
528,0.660892655,-0.0140848434,-0.0151810508,1841.47219
529,0.661470586,-0.0135071988,-0.0151628531,1879.88187
530,0.662048388,-0.0129296769,-0.0151448769,1918.26626
531,0.662626063,-0.0123522743,-0.015127128,1956.62616
532,0.663203615,-0.0117749877,-0.0151096121,1994.96238
533,0.663781048,-0.011197814,-0.0150923349,2033.27573
534,0.664358363,-0.0106207499,-0.0150753019,2071.56704
535,0.664935565,-0.0100437922,-0.0150585186,2109.83716
536,0.665512656,-0.0094669378,-0.0150419905,2148.08694
537,0.666089639,-0.0088901836,-0.0150257228,2186.31725
538,0.666666518,-0.0083135266,-0.0150097208,2224.52896
539,0.667243296,-0.0077369637,-0.0149939898,2262.72296
540,0.667819975,-0.007160492,-0.0149785349,2300.90015
541,0.668396558,-0.0065841084,-0.0149633612,2339.06145
542,0.668973049,-0.00600781,-0.0149484737,2377.20778
543,0.66954945,-0.0054315939,-0.0149338773,2415.34007
544,0.670125764,-0.0048554573,-0.0149195769,2453.45927
545,0.670701994,-0.0042793973,-0.0149055773,2491.56633
546,0.671278143,-0.003703411,-0.0148918834,2529.66222
547,0.671854214,-0.0031274958,-0.0148784999,2567.74791
548,0.672430209,-0.0025516488,-0.0148654313,2605.82439
549,0.673006131,-0.0019758673,-0.0148526824,2643.89267
550,0.673581984,-0.0014001487,-0.0148402576,2681.95374
551,0.67415777,-0.0008244902,-0.0148281615,2720.00863
552,0.674733491,-0.0002488892,-0.0148163985,2758.05837
553,0.67530915,0.000326657,-0.0148049731,2796.104
554,0.675884751,0.0009021508,-0.0147938895,2834.14655
555,0.676460295,0.0014775949,-0.0147831522,2872.18709
556,0.677035786,0.0020529919,-0.0147727653,2910.2267
557,0.677611226,0.0026283442,-0.0147627331,2948.26645
558,0.678186617,0.0032036543,-0.0147530597,2986.30742
559,0.678761963,0.0037789247,-0.0147437493,3024.35071
