,panel,xm,ym,ds,theta,Qy,Qx,qs
44,upper,0.153991702,0.02910099865,0.0006133208,2.9907261882703398,1.9466401328214966e-06,3.7419550451627505e-07,874.2498244290189
45,upper,0.1533853,0.02919284645,0.0006133165999999,2.991817153292532,1.983066976903668e-06,3.8416638617007574e-07,898.3559316817243
46,upper,0.152778802,0.0292840312,0.0006133125,2.9929108733894285,2.0191216046690424e-06,3.9419312591586763e-07,922.6273352154518
47,upper,0.1521722085,0.02937455125,0.0006133086,2.994006946304252,2.0548039741559705e-06,4.0427531862764477e-07,947.0629800870635
48,upper,0.1515655195,0.02946440485,0.0006133047,2.9951063359261,2.0901140315252827e-06,4.144125548624335e-07,971.6618007121064
49,upper,0.150958736,0.0295535903,0.0006133008999999,2.99620744562322,2.1250517292488866e-06,4.246044258042505e-07,996.4227328109238
50,upper,0.1503518585,0.0296421059,0.0006132972,2.997312107573584,2.159617019924398e-06,4.348505216288848e-07,1021.3447094663655
51,upper,0.1497448865,0.0297299498,0.0006132936999999,2.9984194505780986,2.1938098612370237e-06,4.451504330909574e-07,1046.426665004638
52,upper,0.149137821,0.0298171203,0.0006132900999999,2.999529155897212,2.227630194578366e-06,4.555037448977831e-07,1071.6675188272568
53,upper,0.148530663,0.02990361565,0.0006132868,3.000641711766067,2.261077983951874e-06,4.65910047451781e-07,1097.0662040097193
54,upper,0.1479234119999999,0.02998943405,0.0006132834999999,3.0017574812122056,2.294153176329414e-06,4.763689250198131e-07,1122.621638511288
55,upper,0.1473160685,0.03007457365,0.0006132803,3.0028758091357464,2.326855724322833e-06,4.868799624547859e-07,1148.3327415244046
56,upper,0.1467086335,0.03015903255,0.0006132771999999,3.003997282147682,2.3591855809759187e-06,4.974427434764307e-07,1174.198429261902
57,upper,0.146101107,0.030242809,0.0006132741999999,3.0051212881761207,2.3911426991510957e-06,5.080568507629224e-07,1200.2176152282693
58,upper,0.1454934895,0.0303259011,0.0006132712999999,3.006248697439274,2.4227270318359843e-06,5.187218658584936e-07,1226.3892099624873
59,upper,0.1448857815,0.03040830695,0.0006132685,3.007378644115242,2.45393853214335e-06,5.2943736917305e-07,1252.7121210370262
60,upper,0.1442779835,0.0304900247,0.0006132657999999,3.0085118333213545,2.4847771533110245e-06,5.402029400124366e-07,1279.1852531368288
61,upper,0.1436700955,0.0305710524,0.0006132631999999,3.009648102021496,2.515242848395244e-06,5.510181565167293e-07,1305.8075079143823
62,upper,0.143062118,0.0306513881,0.0006132606999999,3.010787397691299,2.545335570577205e-06,5.618825956598346e-07,1332.5777839725843
63,upper,0.142454052,0.03073102985,0.0006132583,3.011929562701619,2.5750552734696467e-06,5.727958332490977e-07,1359.494976847625
